broker_id,url_type,name,slug,url,option_category_id
34,live_trading_account,"Open a New FortFS Trading Account",open-a-new-fortfs-trading-account,http://www.fortfs.com/?7091fcf,1
35,mobile,"MT4/MT5/R Trader Android, MT4/MT5/R Trader iOS",mt4mt5r-trader-android-mt4mt5r-trader-ios,none,3
35,live_trading_account,"Open a Live RoboForex Trading Account",open-a-live-roboforex-trading-account,https://my.roboforex.com/en/?a=zpcl,1
36,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
36,live_trading_account,"Open a New FinFx Trading Account",open-a-new-finfx-trading-account,https://www.finfx.fi/en/IB200006/trading-accounts/,1
37,mobile,"MT5 Android, cTrader Android, cTrader iOS (iPhone/iPad)",mt5-android-ctrader-android-ctrader-ios-iphoneipad,none,3
37,live_trading_account,"Open a Live Trading Account with FxPrimus",open-a-live-trading-account-with-fxprimus,https://clients.fxprimus.com/en/register?ref=1000281&amp;regulator=vu,1
38,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
38,live_trading_account,"Open a New Mayzus Trading Account",open-a-new-mayzus-trading-account,https://secure.mayzus.com/partner/fxrebate,1
39,live_trading_account,"Open a New Account",open-a-new-account,http://www.forex-metal.com/affiliate/68890/3,1
40,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone), EasyMarkets",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone-easymarkets,none,3
40,live_trading_account,"Open a New EasyMarkets Trading Account",open-a-new-easymarkets-trading-account,http://record.partners.easymarkets.com/_HtpHj1KSYoz2QoblTghdKmNd7ZgqdRLk/1/,1
41,mobile,"MT4 Android, MT5 Andorid, cTrader Android, MT4 iOS (iPhone/iPad), MT5 iOS (iPhone/iPad), cTrader iOS (iPhone/iPad)",mt4-android-mt5-andorid-ctrader-android-mt4-ios-iphoneipad-mt5-ios-iphoneipad-ctrader-ios-iphoneipad,none,3
41,live_trading_account,"Open a Live Trading Account with IC Markets",open-a-live-trading-account-with-ic-markets,https://icmarkets.com/?camp=70796,1
42,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,none,3
42,live_trading_account,"Open a New InstaForex Trading Account",open-a-new-instaforex-trading-account,https://www.instaforex.com?x=fxrebateeu,1
44,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
44,live_trading_account,"Open a New FXCM UK Trading Account",open-a-new-fxcm-uk-trading-account,https://secure4.fxcorporate.com/tr/?rb=FINANCIAL_TRADING_ART,1
44,live_trading_account,"Open a New FXCM UK Spread Betting Account",open-a-new-fxcm-uk-spread-betting-account,https://secure4.fxcorporate.com/tr/?rb=FXREBATE_DBA_SB,1
45,mobile,"MT4 Android, MT5 Android, MT4 iOS (iPhone/iPad), MT5 iOS (iPhone/iPad), FXTM Trader Android, FXTM Trader iOS (iPhone/iPad)",mt4-android-mt5-android-mt4-ios-iphoneipad-mt5-ios-iphoneipad-fxtm-trader-android-fxtm-trader-ios-iphoneipad,none,3
45,live_trading_account,"Open a Live Trading Account with FXTM",open-a-live-trading-account-with-fxtm,https://www.forextime.com/?partner_id=4900113,1
46,mobile,"MT4 Android, MT4 iOS, MT5 Android, MT5 iOS",mt4-android-mt4-ios-mt5-android-mt5-ios,none,3
46,live_trading_account,"Open a Live Trading Account with Blackwell Global Bahamas",open-a-live-trading-account-with-blackwell-global-bahamas,https://secure.blackwellglobal.bs/links/go/4,1
46,live_trading_account,"Open a Live Trading Account with Blackwell Global British Virgin Islands",open-a-live-trading-account-with-blackwell-global-british-virgin-islands,https://infinitum.blackwellglobal.com/live3/ib_link.action?ct=IB&amp;iaid=26480813&amp;id=74&amp;lang=en,1
46,live_trading_account,"Open a Live Trading Account with Blackwell Global British Virgin Islands (Chinese clients)",open-a-live-trading-account-with-blackwell-global-british-virgin-islands-chinese-clients,https://infinitum.blackwellglobal.com/live3/ib_link.action?ct=IB&amp;iaid=26480813&amp;id=1004,1
46,partner_account,"Open a Partner Account (IB/ Affiliate) with Blackwell Global Bahamas",open-a-partner-account-ib-affiliate-with-blackwell-global-bahamas,https://secure.blackwellglobal.bs/links/go/4,1
47,mobile,"MT4 Android, MT4 iOS, cTrader Android, cTrader iOS",mt4-android-mt4-ios-ctrader-android-ctrader-ios,none,3
47,live_trading_account,"Open a Live Trading Account with Traders-Trust ",open-a-live-trading-account-with-traders-trust,https://my.traders-trust.com/links/go/33,1
48,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
48,live_trading_account,"Open a New GCMFX Trading Account",open-a-new-gcmfx-trading-account,https://customers.gcmfx.com/customers/createCustomer?ib=210010,1
49,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
49,live_trading_account,"Open a New Bulbrokers Trading Account",open-a-new-bulbrokers-trading-account,http://bulbrokers.com/en/online-trade/metatrader-4/open-live-account/?affiliate=A0032,1
50,mobile,"MT4 / ETX Trader / ETX Binary Android, MT4 / ETX Trader / ETX Binary iOS (iPhone/iPad)",mt4-etx-trader-etx-binary-android-mt4-etx-trader-etx-binary-ios-iphoneipad,none,3
50,live_trading_account,"Open a New ETX Capital Trading Account ",open-a-new-etx-capital-trading-account,http://www.etxpartners.com/processing/clickthrgh.asp?btag=a_166b_2,1
51,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,none,3
51,live_trading_account,"Open a Live Standard Trading Account with Hantec Markets",open-a-live-standard-trading-account-with-hantec-markets,https://portal-mu.hmarkets.com/en/register?refid=5713&amp;cmp=0n5r6s0x&amp;ent=hm,1
51,live_trading_account,"Open a Live ECN Trading Account with Hantec Markets",open-a-live-ecn-trading-account-with-hantec-markets,https://hmarkets.com/live-account-pre-registration/?refid=5713&amp;cmp=5y9x3k0j&amp;ent=hm,1
52,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,none,3
52,live_trading_account,"Open a New STO Trading Account under CySEC ",open-a-new-sto-trading-account-under-cysec,https://www.stofs.com/en/register/?camp=22616,1
52,live_trading_account,"Open a New STO Trading Account under FCA UK",open-a-new-sto-trading-account-under-fca-uk,http://www.stofs.com/en/register/live/?regulator=F&amp;camp=23703,1
53,mobile,"MT5 Android, MT5 iOS (iPhone/iPad)",mt5-android-mt5-ios-iphoneipad,none,3
53,live_trading_account,"Open a Live Trading Account with X Global Markets - EEA&nbsp;clients",open-a-live-trading-account-with-x-global-markets-eeanbspclients,https://portal.xglobalmarkets.com/homepage?ref=30400&amp;PID=1&amp;cws=https://portal.xglobalmarkets.com/realaccount?ref=30400&amp;PID=1,1
53,live_trading_account,"Open a Live Trading Account with XGlobal FX - non-EEA&nbsp;clients",open-a-live-trading-account-with-xglobal-fx-non-eeanbspclients,http://clientarea.xglobalfx.com/homepage?ref=20128&amp;PID=1&amp;cws=https://clientarea.xglobalfx.com/realaccount?ref=20128&amp;PID=1,1
56,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone), CQG Mobile",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone-cqg-mobile,none,3
56,live_trading_account,"Open a New DirectFX Trading Account",open-a-new-directfx-trading-account,http://backoffice.directfx.com/Redirect?linkID=waqli2854,1
57,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,none,3
57,live_trading_account,"Open a New KVB Kunlun Trading Account",open-a-new-kvb-kunlun-trading-account,https://accountopening.kvbkunlun.com/en/personal_details_mini_en.aspx?livecountry=Australia,1
58,mobile,"MT4/MT5/Advanced Trader Android, MT4/MT5/Advanced Trader iOS (iPhone/iPad)",mt4mt5advanced-trader-android-mt4mt5advanced-trader-ios-iphoneipad,none,3
58,live_trading_account,"Open a Live Trading Account with Swissquote",open-a-live-trading-account-with-swissquote,https://trade.swissquote.ch/signup/public/form/full/fx/com/individual?lang=en&amp;partnerid=9685b00b-cea1-4afb-835f-c6c9f0408baa#full/fx/com/individual/step1,1
59,mobile,No,no,none,3
59,live_trading_account,"Open a New Account",open-a-new-account,https://www.spediafx.com/en/open-account/live-account?aid=10759,1
60,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone), fxTrader Mobile",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone-fxtrader-mobile,none,3
60,live_trading_account,"Open a New Oanda Trading Account",open-a-new-oanda-trading-account,https://fxtrade.oanda.co.uk/your_account/fxtrade/register/individual/beforeyoubegin?ib=745970,1
62,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
62,live_trading_account,"Open a New Alpha CM Individual Trading Account",open-a-new-alpha-cm-individual-trading-account,http://alpha-capitalmarkets.com/live-account/?ib=80155,1
62,live_trading_account,"Open a New Alpha CM Corporate Trading Account",open-a-new-alpha-cm-corporate-trading-account,http://alpha-capitalmarkets.com/corporate-form/?ib=80155,1
63,mobile,"MT4/MT5 Android, MT4/MT5 iOS (iPhone/iPad)",mt4mt5-android-mt4mt5-ios-iphoneipad,none,3
63,live_trading_account,"Open a Real Fibo Group Trading Account",open-a-real-fibo-group-trading-account,https://www.fibogroup.com/?ref=IB_fta,1
64,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
64,live_trading_account,"Open a New MxTrade Trading Account",open-a-new-mxtrade-trading-account,https://www.mxtrade.com/?_aid=14082,1
65,mobile,"MT4/MT5 Android, MT4/MT5 iOS (iPhone/iPad)",mt4mt5-android-mt4mt5-ios-iphoneipad,none,3
65,live_trading_account,"Open a New HYCM Trading Account",open-a-new-hycm-trading-account,https://clicks.hyaffiliates.com/afs/come.php?cid=120439&amp;ctgid=1612&amp;atype=1&amp;brandid=12,1
66,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,none,3
66,live_trading_account,"Open a New Fidelis CM Trading Account",open-a-new-fidelis-cm-trading-account,http://www.fcmforex.com/Open_Account.aspx?ib=B2zPOi54x9cR463EeLljZwhyzOE4or8jwd4q5N7VLYQ0Ktrt9ZXbHoYJrKIKhK79,1
67,mobile,"MT4 Android, MT4 iOS (iPhone/iPad), MT4 Mobile (Windows PDA/Smartphone)",mt4-android-mt4-ios-iphoneipad-mt4-mobile-windows-pdasmartphone,none,3
67,live_trading_account,"Open a New ADS Securities London Standard Trading Account",open-a-new-ads-securities-london-standard-trading-account,https://my.ads-securities.co.uk/client-portal-web/uk/signup.html?ib=ADSL00040-1770,1
67,live_trading_account,"Open a New ADS Securities London ECN Trading Account",open-a-new-ads-securities-london-ecn-trading-account,https://my.ads-securities.com/client-portal-web/uk/signup.html?ib=ADSL00040-1769,1
67,live_trading_account,"Open a New ADS Securities London Spread Betting Account",open-a-new-ads-securities-london-spread-betting-account,https://my.ads-securities.co.uk/client-portal-web/uk/signup.html?ib=ADSL00040-2853,1
69,mobile,"MT4 Android, MT4 iOS, MT5 Android, MT5 iOS, LMAX Global Trading",mt4-android-mt4-ios-mt5-android-mt5-ios-lmax-global-trading,none,3
69,live_trading_account,"Open a Live Trading Account&nbsp;with LMAX Global",open-a-live-trading-accountnbspwith-lmax-global,https://www.lmax.com/global/apply-for-an-account?affid=TradingArtNZ,1
70,mobile,"MT4/MT5 Android, MT4/MT5 iOS (iPhone/iPad)",mt4mt5-android-mt4mt5-ios-iphoneipad,https://afinance.pro/amarkets-app-en/?g=0CEBD,3
70,live_trading_account,"Open a Live Trading Account with AMarkets",open-a-live-trading-account-with-amarkets,https://my.amarkets.org/sign_up/real/step2/g/0CEBD,1
71,mobile,"MT4/ MT5 Android, MT4/ MT5 iOS (iPhone/iPad)",mt4-mt5-android-mt4-mt5-ios-iphoneipad,none,3
71,live_trading_account,"Open a New AETOS CG AU&nbsp;Trading Account",open-a-new-aetos-cg-aunbsptrading-account,https://www.aetoscg.com/12030036-E00,1
72,mobile,"MT4 Android, MT4 iOS (iPhone/iPad)",mt4-android-mt4-ios-iphoneipad,https://www.land-fx.com/platform/mt4_mobile,3
72,mobile,"MT5 Andoid, MT5 iOS (iPhone/iPad)",mt5-andoid-mt5-ios-iphoneipad,https://www.land-fx.com/platform/mt5_mobile,3
72,live_trading_account,"Open a Live Trading Account with Land-FX&nbsp;under UK jurisdiction (professional clients only)",open-a-live-trading-account-with-land-fxnbspunder-uk-jurisdiction-professional-clients-only,https://www.land-fx.co.uk/?code=1810,1
72,live_trading_account,"Open a Live Trading Account with Land-FX under SVG&nbsp;jurisdiction",open-a-live-trading-account-with-land-fx-under-svgnbspjurisdiction,https://www.landprime.com/?code=e7740fa784e21dc3,1
72,partner_account,"Open a Partner (IB/ Affiliate) Account with Land-FX",open-a-partner-ib-affiliate-account-with-land-fx,https://ib.land-fx.com/?code=19207,1
73,mobile,"MT4 Android",mt4-android,https://www.yadix.com/trading-platforms/android-platform/,3
73,mobile,"MT4 iOS (iPhone)",mt4-ios-iphone,https://www.yadix.com/trading-platforms/iphone-platform/,3
73,mobile,"MT4 iOS (iPad)",mt4-ios-ipad,https://www.yadix.com/trading-platforms/ipad-platform/,3
73,live_trading_account,"Open a Live Trading Account with Yadix ",open-a-live-trading-account-with-yadix,https://www.yadix.com/?ib=3093046,1
74,mobile,"MT4 Android, MT4/MT5  iOS (iPhone/iPad)",mt4-android-mt4mt5-ios-iphoneipad,none,3
74,live_trading_account,"Open a Live Tradeview MT4 Trading Account",open-a-live-tradeview-mt4-trading-account,https://www.tradeviewlatam.com/en/forms/accounts/individual?ibla=5230032,1
74,live_trading_account,"Open a Live Tradeview MT5&nbsp;Trading Account",open-a-live-tradeview-mt5nbsptrading-account,https://www.tradeviewlatam.com/en/forms/accounts/individual?ibla=50156,1
75,mobile,"MT4 Android, MT4 iOS, MT5 Android, MT5 iOS",mt4-android-mt4-ios-mt5-android-mt5-ios,none,3
75,live_trading_account,"Open a Live MT4 Standard Trading Account with Trive",open-a-live-mt4-standard-trading-account-with-trive,https://www.trive.com/int/Register?partner=20568&amp;defaultContractId=69283&amp;accountTypeId=1,1
75,live_trading_account,"Open a Live MT4 Raw Trading&nbsp;Account with Trive",open-a-live-mt4-raw-tradingnbspaccount-with-trive,https://www.trive.com/int/Register?partner=20568&amp;defaultContractId=69283&amp;accountTypeId=10,1
75,live_trading_account,"Open a Live MT4 ECN Zero Trading Account with Trive",open-a-live-mt4-ecn-zero-trading-account-with-trive,https://www.trive.com/int/Register?partner=20568&amp;defaultContractId=69283&amp;accountTypeId=3,1
75,live_trading_account,"Open a Live MT4 VIP Trading Account with Trive",open-a-live-mt4-vip-trading-account-with-trive,https://www.trive.com/int/Register?partner=20568&amp;defaultContractId=69283&amp;accountTypeId=4,1
